calendar_date_dt,residence_area_cd,residence_area_nuts2_cd,country_cd,socecon_lvl_area_nm,test_positivity_percentage_area_nm,cumulative_confirmed_cases_nm,variant_area_cd
2015-01-11,jCCfoTFOLMBEhohxQwDb,DLwpEStcrJKLgxOboqtU,diluJvrvyvvRsaDaindb,2,24621.81,3861,rjbIXCmqJXFprjVAbUbR
2014-12-08,emdhPvLPAKABYekFmiaN,xjTLJFnPGRPqkcUCozLV,bRtoEMXzucoymbYhrhKu,4790,86331.68,9903,EcvaERiUmwqZjdDawUzz
1996-03-01,iQQSjJdzMTqjaWMYkghv,SHZbVXnIncdPcRwcmJWE,DlANxIdYkAuECDrnwdLI,343,29538.32,6785,xyvlelnHkWrbIadmNQEc
1998-10-18,dOeamXgYOSrdMLKVZVOp,NksNlvvZqkZvSpmHrnbJ,oFzvTNcuzTgRhqMVELQO,1606,37518.34,6578,hCbaNJlaOtoziccBXfRL
2011-12-04,ijyRLuLswDBeJICUyxlX,RLspjWReeGEfZPcJRjKI,AoKaFthnkFCOJEMPHXxF,4239,8991.11,5959,QyufMkpicGMoFNsyOHVB
2022-05-27,chQvIqRGSyGhDnrLpkmO,FNeoQgrGIbGCgOwCNlaH,DhmaiAOcDvlvcSsFDDzH,7105,53207.45,1560,zVPrGBdEjKujuDRlWLyS
2002-02-14,gaVZpEyAkUjjowtKDkbM,vgQVWJFKINQzOhxjvbzH,SeDYbXfDsNiwPyzrxfmk,934,88241.84,6332,XbHJoVdByFvYKXYFLmFE
2017-04-11,JvftfGUaHHTXyUSTstBH,oYPshZIhNhjMIhhMmKgb,oqAMNzDuqCclzjQjKdSN,6292,77987.1,8077,TPOPzNmVPVTTgDdFVwfC
1999-06-08,rPGLtbagkwlqAGkidSKt,TXpITzeKsDLWpgzJBluy,xCGbrKSyQJpuTKRQxqBb,2896,66638.82,4081,rHecdveNjfICiohCUMrE
2011-01-28,BKhAyfhECmCLWNlwlaPE,CmRhNqYDBvTzmfnIEGoG,lnJkqurNBbxkheZyOfqs,2663,35509.81,627,BsLbFdFdPWCaORpISEWV
2019-07-07,pEAuvQqhUfaGdhkogTok,qOsGOcFzZNjsYxmTAraA,LPlTamAAIKlmRgIeXPTL,6092,88220.19,6991,NXISXSsgCmRLWVVSVuLi
2011-01-10,OmPKvFWTyccjHLNuJKDs,UJRiWHHmRZZTSfuRJdjB,zAxYGdOVkiYYgODyxYnf,320,36689.57,7417,ewaBGaPyBxJNzEccLDiJ
2017-05-14,dBpUXBBoXPTKYmxeECFz,bMQPDteFiDQXyCWtpTKt,MUxVyNspbNAsKYSNucdG,6839,5696.3,9217,XsaWtjkExqGpRlfszrNU
2020-02-29,VFSgOIYcqxCBApPtSYyV,fbePNlJRKKMsYNyrbxYH,zWJSSXSzmjpdwIeblNOL,7837,83681.22,5732,YuHMUzEUTMcGwfoydqoG
2007-03-22,JhZsZeWdZKaNEDstCbIJ,bjaRjGCvAYvPdHIGdKFZ,QZwiTWIEgkwUAHeHGjIn,7415,57131.96,5342,phbgaVUdHNgSfGgmuieW
2022-11-15,rOfwlvOZzIRgunXJhpGV,GSdKYxIjHlezIienlgBT,FbyLmVXwqSURRAREhahW,36,99174.19,5351,sBXeukpYqBCzCBxgnmph
2022-05-21,SjJJsmPRCbiIvxwOCqgv,hzwpJiWJPcjUvICmZjHT,bOPsebERjJixmJLFgPIR,3989,74149.32,51,NTSlDQZlGbMMjtRnLlje
2004-12-14,GFSbcQsRMzgkdhBSgbVX,dRjWLOwNtqHHSWIjnhQf,yAZaAzvUiIMtwdcQiMpx,2702,41379.27,6678,TswvGEGAYkxDaMExSgIj
1998-03-26,hbsgfBthDbqtlKYluyMp,FsxRGWkBOLoqeOyQdrMm,GlpERvWMxjCUptPWqtXf,3607,61073.96,3875,vRtJQvStFBqsWvoqyGEP
2017-12-10,AtjokQUjKrApBefNJAey,PbbPhxHKffjamNjqurAC,vEXjIQzeZbqcXixPUFfT,7669,94396.11,6326,RHIAbctxaWxBnFGooXyp
2012-12-15,ZqEoRgEAKsuQysdCaUWz,FPBsyrWneiVkrPvMItnA,amPHazBFEaMBouGEQcLP,1436,57209.75,2052,JVOUiTElWiRNzLSOZAMj
2013-02-09,EHgHQHPERbvlBZTitOhY,hNFRmIvXdatszoihtvpi,gmoTMrRqiHlBKksiVWJX,5670,34679.6,9885,mkswraBGsKOFCupnzAAO
2012-01-19,qiXKVMgApCBDlIGGfkRi,LBwypcCvwZsPCkEKBOcE,XcXbTAOSXRKqYXUMvbqt,2282,10918.74,3283,WFwaQpaDDHuCGzabnAvt
2014-08-09,WBnzXwLYNJXlkgNpcShu,rOUgSZrYavsbMBeCcJUk,JsqiVPuNpZmiJpPSkJDa,5148,91047.21,3356,mQhKrgoyLaWNapqpVTFH
2014-03-26,DpsOIxehDtYNhjsoNCwv,NySLHxXcQdKvJiHBQKGI,KkQJbaUkCLCKuEZIsJSs,6814,14194.2,112,DjWDGoBPgbeRoSEdCGNF
2022-07-27,cCXTjdnLybVuoSDOnXfV,OLylFeQxAEZsqAKWYXFI,SmgkGLZxnYksmwRSQwwX,1377,79924.55,5420,SCNwBsCOrotiflrkYfrJ
2009-01-11,BGAIdyckYWtiwNZHafRG,HgTNOoeGZmFnTmcwDayT,UcmNCMBPATVlLVkhuRQK,3937,78970.29,147,hdLbxwSstBaQrkHfwzFN
1995-03-28,WpVcYQxsQOgccgafWAEn,BRvMXKmlLipzknfyrevO,vKUJbKBRtqRuiJzNWkbY,9369,10115.62,5624,RxvwtmSMBUHnemeEKCqu
2006-06-29,SFhpVLEmfflFBvEBoaig,ZyIOXUJOimsGCKpNJPHR,GdGaMVmNzBJRePoYDExk,9428,43814.8,2670,cJtLpElZbCByJWaaMKDO
1996-03-07,agFdgEGKVxQmxRzlNIUh,APScHluEZPIkudBhKmCd,iXfyHVJhkSDHKYYKJIHR,5122,84774.81,382,oqrTCIjgkNCXIFDvWwdY
2006-05-28,PNxjXMIOChYanNcOCZwp,AHlASQbnWMpMXYhgHsvw,WnDKZLmVfSFzERkgarGL,1020,84767.7,416,dGSOaqgcwHPHbvGBacDl
2019-10-20,qFgCfCroNWwZQUwHZusk,KULCjQsPqusdkTAgpoaF,VrfzjGcFhaDoRvTUSfFc,1882,80583.89,7705,amraokudiKCGlcCZcELL
2022-06-11,rrrmSRaAJVquGyZxWdfr,VzlAYSvlHHYrkIpSuxQc,DpieRAsmpgZPbrHsrZBO,4522,8799.11,6910,kWyXDpoIlVpQuOMiYJmc
2016-11-03,PbsmKxSVZmvXfkflUEqN,VMLtssGXicmsvoYvCDLR,KjOfQQrHMiBFFYjPyMrX,6355,22807.4,4862,seDYapRSiIGpPQCbSEzZ
2007-09-28,tCAhIWhzLRUZfdUVXmga,pLLNqdppfscPDrVOkiCj,jQbxGgeujeKrUJTWMJaB,5771,25657.96,8478,iwwiuzqugSfkkusdOUPu
1995-05-13,aGNfFOsNRxZIdqnTxEfB,mBXivOgQCIVTEPBSfaCT,PCJjrfHEnKsqTpsdJHHN,9792,3377.1,5489,EtoJhFlERXNaFMlvwWQW
2014-05-25,pOKBeGgbTMyGaYYPaTkC,SAIJrudAvWYHnwIMllVr,tAzQirnSVenyXQgOELue,5402,90225.11,247,PaQyJcEXLFMtmnuMcNpZ
2014-09-01,PGqovoYoMCqfRcrsdlDV,lzxlxEpAiqXWyqjoVzNs,PCFLukYrBfdanoDVDWmW,759,84658.39,6610,DMkqgdhyOqzSYEcVDrZn
1996-04-04,uDhLhhcvyVBsAujvUhjf,PZWLcDTiRhrKOBizswhl,dSOiwXPXaFeOupLrQlFk,3602,75830.84,7876,pDlBYsrIjkBjmpLxcsUI
2004-07-14,ypauHSgqAthCGBDcQKJZ,lPYFsIdxjCrWOlvqiThU,mMQywzEfhPVLUBqwAEYp,1137,5296.82,7292,fktyiQbZzQHOEAIaKJPr
2001-08-07,AeaatFcjCLqDdodMGfZG,IcNhUJWbkhQUyOkQoVYz,MIYtEznWLjuWSUjBOdrT,7395,50273.0,6458,gGDclTxgRtZLAsYbJCTz
2015-01-19,CdZXlmGLvseTGTQIZUGa,pajNqRAUXagEXlhVAZiQ,wmAaEsVCuovlnzZSOBjK,5828,34377.99,7860,HcIFshAAzJncYPARsbnM
2021-03-02,qoTjxSyuNDNNdAbTmlbj,GuAzplsUCWJcJRWQbLeV,TgvQVrXMXZlmqSWafBdK,4752,10341.18,5871,dYCsrdSeANcHJxGlxOUE
2000-08-03,KdLDUpvBdLdclYBTiXPY,lhwEoaxIuRJfEkLTOCCV,kolVnOeoNQdqauOfXPEN,183,46874.37,4293,fReLNXxkXqVLtNShwdYX
2005-08-16,hsLiHoqcVUPAabQZuOAM,kPMOYprMslhYJrxpvxQo,IgCNRLyFbVqWufXtIwUl,8154,379.18,9707,bYDbeOCjMXMjaibMYjBq
2011-07-31,SmQPRZoqqIdqWmSTxPbN,jkQIHhkuZkjwMFZuFKDd,yuhNgTidkWRATmticwGt,8456,15855.94,6062,pfSiSnJyTqsYMavqOgPF
2017-04-16,PwOvrYBSATQFHojYGvqm,VuIScXuXOsrUnSGVAdXe,tvRkCZrnjDhhLqoANmZq,9476,5454.88,9459,MrCHVNKtvpiHZugiBuYe
2020-01-06,odQcsTJUSCGngltSXDWo,TyHiNaFLdwOCFEyghosJ,gaKBXukQcumRprQKKPGE,2945,44998.34,6130,yOmpTrNiKigJiEyoQqRa
2006-10-07,dfOGHCOgIawkxJEpTCqm,wNvEnploULtdwaHeoHgl,zgpIhICadvNxMeUrOeuv,9883,62618.72,2319,yahJbbBBwIOKEZmiDsWm
2013-11-29,fNywUdIpIMtsLjROMwny,OslCNeFBzuyWwaFzTuTK,QOfYDRXgeFdOTqQUxcAB,9868,62286.89,1497,PdFBqmWYNMeDzgyEsXBz
2010-08-12,MOOeCYDYOJgjXAkPjEcE,QUKeHJDJcFnAlWhrGWIJ,LrHteVqbKKUigeFrSFrO,942,44038.63,882,RtSQPmpzqmGlAnStzwIo
1995-08-18,XELdjNLqXWADlaNJZxkN,AJQWgXbmqcCnRcaYTKbR,IrKcZDsWuxhokIdVjvag,1373,76614.38,7716,HmrIKPkKRItbLMKSDUpR
1994-11-10,lHpNdQBGPTRlmkNaCfFr,ZClsFckBMpuFmWQaeatW,tOIzCOagIHfRJSPdBhjQ,1218,40888.33,7138,WsRszVSbFsUqGNkSmdLA
2009-02-02,huomQIyrtKFuDeNrycwN,tJWpebnafDCKafHcRjgc,mVwqvVUYDMWeiSsRPzbb,9748,28185.59,8147,mjbsPVWfCUJPfcqGwNBU
2021-04-08,SBlRSVoJLcrSJMkssChV,dRUwHbDcqyUdxQeaGQna,bmMwPVbNdDPvlXThzAzS,7236,85990.98,9068,CdBjiSXVbGPVdUEOquTh
1996-07-28,ghjYYOQDFOCvPPvQVYyi,bHRkeJzpFCsUhWfCCsHk,fjvULOuTdeXrIqnPSYPT,8259,57044.46,1530,jmEPhHzFtBavegGATWvP
2022-01-11,VOdZsWBwOthFQIQdUNnT,jaWMhLJwKvwbYRotmoqX,PCtFHCXMcEglzuHcFRNU,4987,29272.24,665,xSZvWoeUyADOgMxnbEyw
2003-10-27,iDGqpfnFgVbaANFVdgCn,GohezIrcLAmpXpoEgMlJ,JOKUvGhPkpxPENhAvnis,6434,3437.46,4900,TDCtlylFRrRoLvlYwGiK
2008-05-09,gPJUWKbRsrUmNhyRIVCb,OqvqEmiQgQZEnBIBKTIu,aWhOVrQUaikyizObGBuB,2153,54541.2,6890,nYjUPVsnNgfXBwEhWxez
2005-06-04,feewoOjtuptMZkqpOOkg,hogrEYsVbczwQmSJOqnI,XHBURwFdzQiuYXlrLCBU,240,81608.31,5010,PFMvXVrEBKQBsoRbfuLG
1998-11-16,QDdhlQlDoBMHmaLSzvlv,YyhjrkiHhGhaPLcmpTms,xmqvYUSHdnoOeENXZEwT,3809,69647.59,789,KTHGiFiGUNucWiXLjStL
2010-05-21,xOzchDWYRqfHYKkMwoYv,NpZWayCIgQkYrwFqqVhk,nKZQPSeRzseZLByPkENR,4337,83974.9,5677,blYVsjFWoyXWCiSssCiN
2016-11-16,FIyYGEzVrFyuSwoVhRHg,YApYJjjUwSDiDoxNtMVA,qIfltfCCTwudrEwLtpct,6164,84033.6,6777,tymkyvbquiHLPZQLrqYT
2019-07-15,IlTnMRmOdsajMvGUZfhJ,ERLzmsPPKzUzhMcAMwTr,lGqDChnmjhZsRtlDUoBo,3704,62114.58,1259,vjIirFNTEbIafYWedPvM
2015-12-27,YUIGvKqbgkYwrXQYIEti,RsacJXsqPbCkSSCTFRhq,KqhUmRiFZBhQjUeKCNLH,5600,69280.89,9020,IzNadsuhuspftOjoULyb
2002-01-29,MBVQyqDeCnYqcLPbEqDR,wjugmCBDSqmdBqssPOWr,rAqekzkZSTrrJjWPZAsl,151,23666.71,865,UJRTWoaNmjWZuQwCrRPO
2017-06-05,UwshmVmJXihWHsjqpzeO,nGaPEXTsLpuuqwmxWXOD,tgJgXcqyfWSgWrGVCMtR,8360,7161.43,8765,llqzebQpYicMjHcrjQkR
2020-11-16,WeSOGqKIIztNWafssJUG,cRBHHGpypXXNDgxsRIgX,bebJIOwzjdCanQOUOVYN,7495,41607.35,6680,wijfaxZcENYGWFvsrWFw
1994-11-10,ztonkjmJqkPMPyxhbvMo,XkVeJqiIePoOZtrYvqWy,SKZfBWCquzJVuejgYEwW,8688,27855.33,2308,nxNcGPDBJgxtJfVMOnwD
2023-04-02,IyZhDovNoQGKmOrCbvgB,QJnXODLWHSodTwBUPoiY,KJfTbJfKLMGyHbQNmykq,8298,17140.3,3469,AEupLAdiDxQhdzbouhlB
2018-12-11,swwNDLtKBiAExMBYUSuR,uhJVvSeroKcARaNoQQuz,tDuurybzZbjnFhysMWsE,953,85229.3,9890,KUebwRNpRNucrByriVVc
2005-12-23,qcJtNTohIHZrNiemTqMD,lccfkIvQMbzwiiLAEwRw,oeXtfWVpxVmTwFjefDDn,2316,59305.28,9140,JWRJhssuDFAsVFOdqPgh
2013-12-20,glAGpyIjOJmgOomvYeHb,mKmzZgFsiioLenFJrgMZ,jBSiDscPALQjMXLVyauG,2081,33655.21,5919,QtCGWWiQTzBLeaCLwJCp
2006-06-25,UoaQILRbXLmhlnhvJLQe,FyixuyqNStvmVwTVeYjG,ouidWIchwrsEsZIplGHK,7653,36754.8,6722,AePPIZrIAJxEzlGqFJPS
2007-12-19,yMyzkLviIynlYQviksCb,QyVeZFprQQXEZAOxCqUg,wdFwFifhOBWtPBJOBntE,3316,68827.39,1679,joCYLMFZsRyTcjXHawCr
1999-10-08,gnSCxbktSdzcJMzGStYP,ZAEgBzhWxwWQZOnekzYw,tLsQBljoHZNVeHrLjQNH,819,96323.64,3956,xQEbVUVNScTxJTbeMvtC
1996-05-20,VizeEYcWLUxSvVVsbYMN,IPDmuSsFJpXNsqClniqO,fsNOIUZEosNspOHPnuwz,5781,75701.49,1683,iJmOHEXOMryDSTeJIVpD
2015-08-08,XaCHuAFZoCGihxOXpIZd,FeAsXwsVgaisvfGghxml,dFGBeXZBUORDiKhzKeRt,453,68045.15,2632,XLhtsTQhvbvxUdwnncUO
1994-06-14,gSNnTyLCNkPyPvOhtQTR,KSFASaFvZKHzZvLMCnJb,baSTUMhiKndvLjKNuEiW,6705,20880.6,7034,gCsSyDnVBNZniIwmHpHm
2001-01-25,BWGIELdmjWRxFuahOKXX,OPrIOFpbPZmkuAkdjFpv,ExwFtacRKHUDwiFuZVtk,2702,32667.92,9347,MNumHzUXHJPWWiduXYEJ
2020-03-23,UckvDPWjZpTTXXBowOMf,wVUaKUFfofFWulWMSzxY,jhtSiCnnDnOWiTvNkzkx,7513,8425.74,6258,VsKxVCgoMFUzNMfoVrrV
2000-07-12,huwloIPXAIXKZjkAtDRf,VkIYvZVIxYCdhfMiGTsK,uaENmzGZIoVlwOwmOtfQ,1552,59519.17,5570,BLpvWalDBHhAtnpXJCJY
2022-04-02,DKsUvyeWkHxxRCWDnGPt,IcbNmioRPswnJdmWoBLD,bCQmcmljhsqbSwBupayN,5574,18948.25,9993,pSFcOenrdVuVEWFwqBiW
2014-06-08,SItZmCAAIrOAaRrwEnLF,IEbHrCroRGRRddbYrfxB,OpxEoGGpYUxVFtSzyfkd,7675,45792.56,8632,IVVhWXWUaNitSLntzXYe
2014-12-15,ynJquSuvtZpkhefLyVIZ,XGAMXJGHLeIGcdnAKzAu,NVQDZaXbRStdeUcgwgJl,2596,79739.82,5967,rIujeSZaKBfmBqeDEKvy
2012-06-23,ckrWyaCZoUjbXTpYRZnJ,avVzRZQxsvFnqQirQVcs,OWHSaVWOrTUlwjyzwfyq,2035,33954.32,4635,JMvCKrXDElHEHGXnelkN
2018-09-15,XnTWlWYawEcKRviPmbUF,qbtAhSxQgMcJqaijejKN,OitAMzggXuOCeKPWfJny,9801,92330.23,7242,McskLraPcwdKbUnBOsKt
1998-08-28,lBhUrVzebjiYqqbnsoZH,pluyqLwfGCmVPBsxeCpo,SFLqMNnGvHbTeiaOUykV,5056,13799.31,4818,OpPzYerCdgQFFUCjiSuJ
2010-12-02,yZAjnImbllrpWhgsgmdx,yMhHtObjHmGDvAZrGHWm,fJyMutsAkPGfijVMPIXh,9614,70075.44,1725,upZnDeEHKbOmgNTsjRYV
1998-05-09,QakaLhDGnDRVjvtpILMY,HIMAiwRnarkhfmFyfojI,sHhUADtUMOBMZJeGjcby,6941,70003.32,4947,NUVyyhqBPKFMKTcXdiZQ
2016-10-14,LiyEBbwaeHJcbrgDebeg,GPeGvmmCckQtasfCIoqP,hVtNLuAeeDdSICEdgluP,1529,72589.75,1387,kRWJZqdqQbicVcUAXoou
2002-07-06,IXyNtIhmKpyHXwwRcMwJ,RUYNwPDKZCBRGDCVKJdp,qpwGZYQAvGLmQljbTUmP,2252,18976.4,3817,VOpzdtmHuVOPKVMoykUT
2016-01-02,ZRHLYtFGqRgujAqTLSVY,prgKOERKxVORhelRikMZ,ZMvMSQUxIqrapKoSlrNo,3930,69815.17,5107,mAUgCSxoZkjFxycDneoZ
2019-02-18,DRQskblMfbmzpxAuwfKQ,WnAlXJpYwjMHpUDangYC,IOLgKBvyOLwBZaYxjAEz,6432,22501.79,1001,yIiuZMjOaFgybMacJhcK
1995-07-13,WOIuVvmIlJtSGbIkoEzN,RecURYNroSYpOfNKnRFz,yeWHAXgCxldMzCMHTuwu,93,22406.62,7371,itRWTUHSfdfTAzugESVf
2014-04-03,scUoKSBUMlCpjmJWLnoR,VLppdnfSqJBRedblbaZf,xbpWAMiHKUBCahGsHWMW,2959,74839.95,4900,reJHnsvoOhPDUlVeDgCU
2009-10-08,DRvkcWxPqXoYFNPHxTsi,jYTPKKMwwNHEQpaTzAkx,hUsQsgoJTnRptBnepmVS,5592,73698.72,1287,JvPhNLKVlAxWzvhhHisC
2006-02-23,fzThDMzEgvsxhpHiUAog,ldrmCNylSaBIehtzieHO,hurimgTnAunrLtcnztos,6823,66938.11,2365,QHLuleImCjSyBBQUGePV
2014-03-08,cVzckhBAkTWWmNTvzXVW,NubqSkjGeGhynhanwYet,wAGXijWHvJPiGSjQJqTN,6124,60200.4,4284,KGYmXdlodmnwuxPKzZaE
2018-08-26,EnBykrZvkEEIreZKWIwD,iIgJzqsQDXOCIcpFhyai,kvUimvGKOqjgcpJulVsM,2073,73864.2,8401,MFTilkQxEhLONdSoahFs
2006-06-30,ewkQspgXSckjUphYBmzx,IOxybCXpTleCfeNmaFcE,vHKimcdmukBmMkXMOyVC,9707,94723.5,2503,uXRfDQMlgSxkGabaHHSo
2003-08-29,bQYLCHgOgyPDQkjgQZpu,bwlkxxARiXmuzZadUEkq,cOEngEkUTzSRWLZqZQET,9258,9665.21,8106,pSkmpvGvnCsjTFStAnhP
2007-05-05,YEjLIMYgOZxzVUhYblzh,psGFdOcivMsDZXJUWtzn,MGykqxEngMOgQTVooSLr,1948,58535.15,7357,BQJxrcDLAdUDXxrhwEPC
2007-09-25,IgJFFEIlgQqNrostuTmS,RveqUoyoZepkBOPROtmz,BdmGNhIiZcrEjsxPkLkk,6888,41385.69,2799,kTmkYLSotwGYQKGlKwko
2020-04-30,rtQdPGGtLwfHbYbAiOTl,KGDMmkaKuZupqJofxPMR,DiguFdKLUwqulYBDqcDU,3649,85507.5,2052,lhYBjPMRjPLVTuociWJr
2006-05-12,zePETHKcDApWSQRZJiDt,sNXaDdoJuteYRxVoCJDG,IsTzyeADBSUFhAwCHhhP,96,59241.0,703,QCUxojOYakaoBQywsEWM
2001-10-24,zkESESGUPkhDWYCouaRn,ZsFFVFQvfuHKRvBAxmIv,xPCfQyAllvXYMHGGDaih,5565,99850.79,9708,BnrkBoSZthDFIGvFRAxA
2003-07-21,XHXHxrUTsDTZaIzheLqM,bmwuZSphspyPshGHZbOx,LKGXcEbYWOdvtYdYywCF,9992,85659.14,6076,HpTAMQngimiXhfRelsOJ
1994-02-21,GbHFUNWrkrLFZQeciaDF,eWimCmZWyvpYHwSEcqDF,jspnJCuulUTcmuDifTgw,3134,32652.96,3455,fBTeawMoTurywmzmiahB
2004-06-26,qfUirqPYjYtGSashKFUC,XtwUSeNSTryyuAwFVGzq,pPuTiwMwjREJBhMfGZOq,4963,16013.95,9919,ipLBSxRNmBOoWYTmUKCx
2013-09-06,lXIjaeqOUHdOtVdaCIPo,GzTRmFtAZMDwQyhmblsQ,QBPDcilwuQfSqRYoajhP,3633,68256.65,1189,XwwcZDDgFlqvmbIQDyqY
2002-11-23,IULNXZYVGhzeoVzIoegr,URqfLTZkVivkKKgoEIlB,XIeqduNXRTdIhsvubbJD,8953,16029.1,7329,qxlhLIzovKTIDQyKQlFO
1997-12-11,jUNpdSLmZfzHcKpknxet,VXCesyvtmXjiekOXgEgZ,roYkBvwebYOfXfoiuKXW,3061,82076.33,4209,WIZFzRWWdEuAvHOvefBn
2012-05-12,WljoUndMYVHDwOTBQzvo,YYOVTPyduzEWhbtHwQcS,erwhGdarTKsXDpqsIPwN,2245,29905.52,7490,WATPhOWXQLmGcNbPFJNL
2014-04-04,uCEYUKlCwwvCNmWGlNjB,uhHJTsqgVPeFIyHYUXTH,ceUJrKsgkOCWFLiHpSsC,2954,15550.81,1438,fTEcIsaCPTCAwYjpeVGS
1995-01-19,BPzAMzMXyUwJvKwMHVcw,oDVPqihucscZGTKuTCaQ,yvgpObSqnvHiCAvHQrlp,9393,64833.52,4572,FWJMoRRFXFFPzDHZVRVD
2023-04-12,RmXRfVDroarLXMvzFMNQ,RLBboWxXgdtJQgnUsiJU,qYegBuneqyWaoaTfTbOb,4369,59673.87,8298,wgnHhKaoKffMWsXIhlIS
2001-04-13,lUKyosZAQmkvnFwLVQzy,jHlIYsnfomDszCfoaONn,BazRHVzyPxsLboUVWhNR,7762,84968.13,8829,VcnVdIQzYPcVdBsUnhbF
2012-01-06,LqBzonNWeXKXmAZqfiyP,UqOTnuBtxlrigoYLsUHj,afqcaxCXOevbUEIjUWDY,6482,53561.18,8389,XApqKopUIUJCZxYnjJqy
2013-04-11,oyIxOYVOVONMnZwvvfRt,ORGpzmCyFEKJVfopxUsw,NAjfGQDbtqmpjaOetflH,7675,98107.48,2501,jDQkNkpZHzWLObqfYFSG
2014-01-15,bZyNwnaQGRVfTrSbhDfS,qhuEGPQBUdQrQZUmmZPT,xbSMiZfxFbVePmXXouAJ,9062,32272.35,3023,ziotDFXKoCnEJuGPZuwH
2006-05-31,PPmbgGIBHEFveCaOfqEn,GnEwqUWNPAZdSSmKRUFO,EOOwRknKbGoHcAAAbhwO,4278,74739.77,8991,OzkPOfNlOLfiJmUxIiIF
2012-02-15,CnvaBhHEVNzEsyBgAovE,adlygEkQLiHbwyPuahco,VosSBgJbqrnciveKbzzk,2451,91438.86,270,JOnZCPvgeXRqMjutroqx
2000-02-07,SxwuvrRYxuVqAEtyKIhE,fIKcObHrZfBmhZHyjgLF,cLcbFwVAcTyTgcByrIfE,3352,44806.46,4715,lmdLmwImSjgwaWVZPtfi
2004-10-22,qzuRtPnkLGyasrXWTnai,NVJgibRhXOgGvMXyrbNw,oBPWRnOSyIOdQAfsiKdg,6775,61081.81,8199,TKOjBENwJaQruopqYSpx
2003-10-24,WxrcEoWpkaNgxxQPLwBV,lKcyRPMimxcZXsRbjxqp,wHwLnXfjqutcWUjIvZsg,2332,43536.94,1360,IGatogygWStbGdAgQsgW
2006-03-11,RZhJyhrysVVtaaDMNvvA,JmmTKdDgxkdlcYzZSluo,cLTJaVgoJvdISeUyibNA,7106,79776.94,5379,AjfLcItaPJXrKyyhELyM
2022-05-14,fxfmXMkSthqlHvbpYuJL,PNSdWzcXilgyKomtdAjV,oBLRwOxQyZrLoClOxIlh,3823,98196.68,3367,avUphJlaeHbOtEHJjpxv
2003-02-17,rkfIiObiaClFiqRhmcTx,FLDQgEfMaTbAXHUNoPfJ,LmelekHTjdwUeYbmNBeY,8502,8198.4,1868,KLkgCZntSorUzVWbAfJr
2018-01-28,AlDIwNquAhauejDCmWKF,LzBZXIkIHNHdZDjhVScL,FUlBtTDlGtnSFxBwNcpR,776,58183.74,3207,thbobifmEMAxgEzbzEmK
2017-06-27,uFATXXGjQOSGgLovHxfS,RRkMFnzFQFQqTcqWEVCI,JivuTyfEjzOkZvDRJJep,9737,77872.82,2223,vLvTwBxmAsckOTSCVSUa
2015-09-17,MqJblkvwBRevtPrxNKff,RsRYugOLsfjwsTyzwbtC,CAcJjVqZSHqFwnAkKdzP,7679,34343.37,2580,QgBoIQnNwNfotEUbuAUL
1999-11-05,xWdhemopoSnsXmAdSSNO,nBsGdGmuViaWcUWrqDNf,yIidcHaONdEHrrNhvEJz,7757,42480.36,8653,NEtAPNiXAoRSQpnZveWy
2009-05-22,dreMdJPIuDVdndMFMjGo,eJuwqnFOqOIefACGqZRa,BqgheLvDHfmjQkpytQEe,6381,18937.76,2089,KnAKISZycsofzZaQFYRw
1999-08-08,DljXsfsdwIDjyWYXpacm,TqwIaAHxMncyIkFjSKNL,QKpWPXQXCXuZAOOmeIQi,4977,58967.3,7814,xNCwljLRCJoATVJmllgj
2023-09-05,kWymDYAeuZXduJtbXBZp,UtoBWDZAGBdJOwnntqtY,mRxZplZJmnTNPuNMAsEC,4612,24466.99,4245,ERruupzlSvLcjVihslcB
1993-12-15,ucTomyrQctUGhNzHGXuD,vVRHKUokMnNYDHSnVBjk,UBxXuOjUacgiEysYtmjK,4866,27268.93,6725,fSpNBPLPQAFusJFFPdLt
2012-05-04,XUnAoCZkgQRWKImcgsOD,ZweZcbYhIukjPBkncFDv,aNRHhZbURaizAmFDCvQq,9698,96463.87,312,qpQDwXvUNXZKlyKiFmVF
2017-07-07,KKsqUBMvbYqiJIgJVpOu,sBHnGRoJQJkcLFcdNJHZ,qvLYkZCeaJwzmOkSqrFE,7032,48745.5,9242,OLiUxTcoocENCRBiGNzJ
2007-10-01,OGeyoGsRoLKAMNhScoxp,eEOlzfdtAbfMdLmWLPdE,eqkdqaHXmKOPRIBctGmq,384,52721.96,5811,EgvYpINyRmyQSvnBcpBp
2001-12-23,MaiGZQTgVDqGEWkxuiWO,UGQxAhYzefeovYxvJMDd,ZjwgShgXchnxLOWcEuRf,8795,34639.85,675,pEFEhRMSSGkdVgBSiCJJ
2000-05-14,uimTJwTpmtUbXuFkKumg,xhyoaepqlbtUsjglVQNu,fYduwsuPEhBsDfrHvKxm,6894,51648.51,9892,uwIUWTQTuIfqAmXyEpDs
2008-12-10,GisTKVCURcqAlRBxxOjd,UOJqvTtGfpYkMZoaQFCX,eYZPsunPAAAiUnwkYczF,6937,43853.71,6041,slHWHhystAZBSNlxRKgm
2003-02-23,uISgNfnzHqrcghGdTOVL,bZevBxeTDSVJkTToGvWt,yDNFAFwpaTCsmTweaZAm,1064,99164.63,8169,SGNhdQneQDMUCZUCErrq
