classification_system,code,code_clean,description,source,observations
icd-09-mc,638.2,6382,"pregnancy, childbirth and puerperium",,
icd-09-mc,638.3,6383,"pregnancy, childbirth and puerperium",,
icd-09-mc,638.4,6384,"pregnancy, childbirth and puerperium",,
icd-09-mc,638.5,6385,"pregnancy, childbirth and puerperium",,
icd-09-mc,638.6,6386,"pregnancy, childbirth and puerperium",,
icd-09-mc,638.7,6387,"pregnancy, childbirth and puerperium",,
icd-09-mc,638.8,6388,"pregnancy, childbirth and puerperium",,
icd-09-mc,638.9,6389,"pregnancy, childbirth and puerperium",,
icd-09-mc,639,639,"pregnancy, childbirth and puerperium",,
icd-09-mc,639.0,6390,"pregnancy, childbirth and puerperium",,
icd-09-mc,639.1,6391,"pregnancy, childbirth and puerperium",,
icd-09-mc,639.2,6392,"pregnancy, childbirth and puerperium",,
icd-09-mc,639.3,6393,"pregnancy, childbirth and puerperium",,
icd-09-mc,639.4,6394,"pregnancy, childbirth and puerperium",,
icd-09-mc,639.5,6395,"pregnancy, childbirth and puerperium",,
icd-09-mc,639.6,6396,"pregnancy, childbirth and puerperium",,
icd-09-mc,639.8,6398,"pregnancy, childbirth and puerperium",,
icd-09-mc,639.9,6399,"pregnancy, childbirth and puerperium",,
icd-09-mc,640,640,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.0,6400,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.00,64000,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.01,64001,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.03,64003,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.8,6408,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.80,64080,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.81,64081,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.83,64083,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.9,6409,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.90,64090,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.91,64091,"pregnancy, childbirth and puerperium",,
icd-09-mc,640.93,64093,"pregnancy, childbirth and puerperium",,
icd-09-mc,641,641,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.0,6410,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.00,64100,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.01,64101,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.03,64103,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.1,6411,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.10,64110,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.11,64111,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.13,64113,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.2,6412,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.20,64120,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.21,64121,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.23,64123,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.3,6413,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.30,64130,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.31,64131,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.33,64133,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.8,6418,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.80,64180,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.81,64181,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.83,64183,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.9,6419,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.90,64190,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.91,64191,"pregnancy, childbirth and puerperium",,
icd-09-mc,641.93,64193,"pregnancy, childbirth and puerperium",,
icd-09-mc,642,642,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.0,6420,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.00,64200,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.01,64201,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.02,64202,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.03,64203,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.04,64204,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.1,6421,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.10,64210,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.11,64211,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.12,64212,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.13,64213,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.14,64214,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.2,6422,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.20,64220,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.21,64221,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.22,64222,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.23,64223,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.24,64224,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.3,6423,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.30,64230,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.31,64231,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.32,64232,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.33,64233,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.34,64234,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.4,6424,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.40,64240,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.41,64241,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.42,64242,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.43,64243,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.44,64244,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.5,6425,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.50,64250,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.51,64251,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.52,64252,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.53,64253,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.54,64254,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.6,6426,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.60,64260,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.61,64261,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.62,64262,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.63,64263,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.64,64264,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.7,6427,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.70,64270,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.71,64271,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.72,64272,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.73,64273,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.74,64274,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.9,6429,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.90,64290,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.91,64291,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.92,64292,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.93,64293,"pregnancy, childbirth and puerperium",,
icd-09-mc,642.94,64294,"pregnancy, childbirth and puerperium",,
icd-09-mc,643,643,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.0,6430,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.00,64300,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.01,64301,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.03,64303,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.1,6431,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.10,64310,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.11,64311,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.13,64313,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.2,6432,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.20,64320,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.21,64321,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.23,64323,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.8,6438,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.80,64380,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.81,64381,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.83,64383,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.9,6439,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.90,64390,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.91,64391,"pregnancy, childbirth and puerperium",,
icd-09-mc,643.93,64393,"pregnancy, childbirth and puerperium",,
icd-09-mc,644,644,"pregnancy, childbirth and puerperium",,
icd-09-mc,644.0,6440,"pregnancy, childbirth and puerperium",,
icd-09-mc,644.00,64400,"pregnancy, childbirth and puerperium",,
icd-09-mc,644.03,64403,"pregnancy, childbirth and puerperium",,
icd-09-mc,644.1,6441,"pregnancy, childbirth and puerperium",,
icd-09-mc,644.10,64410,"pregnancy, childbirth and puerperium",,
icd-09-mc,644.13,64413,"pregnancy, childbirth and puerperium",,
icd-09-mc,644.2,6442,"pregnancy, childbirth and puerperium",,
icd-09-mc,644.20,64420,"pregnancy, childbirth and puerperium",,
icd-09-mc,644.21,64421,"pregnancy, childbirth and puerperium",,
icd-09-mc,645,645,"pregnancy, childbirth and puerperium",,
icd-09-mc,645.1,6451,"pregnancy, childbirth and puerperium",,
icd-09-mc,645.10,64510,"pregnancy, childbirth and puerperium",,
icd-09-mc,645.11,64511,"pregnancy, childbirth and puerperium",,
icd-09-mc,645.13,64513,"pregnancy, childbirth and puerperium",,
icd-09-mc,645.2,6452,"pregnancy, childbirth and puerperium",,
icd-09-mc,645.20,64520,"pregnancy, childbirth and puerperium",,
icd-09-mc,645.21,64521,"pregnancy, childbirth and puerperium",,
icd-09-mc,645.23,64523,"pregnancy, childbirth and puerperium",,
icd-09-mc,646,646,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.0,6460,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.00,64600,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.01,64601,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.03,64603,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.1,6461,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.10,64610,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.11,64611,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.12,64612,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.13,64613,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.14,64614,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.2,6462,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.20,64620,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.21,64621,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.22,64622,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.23,64623,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.24,64624,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.3,6463,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.30,64630,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.31,64631,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.33,64633,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.4,6464,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.40,64640,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.41,64641,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.42,64642,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.43,64643,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.44,64644,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.5,6465,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.50,64650,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.51,64651,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.52,64652,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.53,64653,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.54,64654,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.6,6466,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.60,64660,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.61,64661,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.62,64662,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.63,64663,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.64,64664,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.7,6467,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.70,64670,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.71,64671,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.73,64673,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.8,6468,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.80,64680,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.81,64681,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.82,64682,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.83,64683,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.84,64684,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.9,6469,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.90,64690,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.91,64691,"pregnancy, childbirth and puerperium",,
icd-09-mc,646.93,64693,"pregnancy, childbirth and puerperium",,
icd-09-mc,647,647,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.0,6470,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.00,64700,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.01,64701,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.02,64702,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.03,64703,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.04,64704,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.1,6471,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.10,64710,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.11,64711,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.12,64712,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.13,64713,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.14,64714,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.2,6472,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.20,64720,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.21,64721,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.22,64722,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.23,64723,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.24,64724,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.3,6473,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.30,64730,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.31,64731,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.32,64732,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.33,64733,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.34,64734,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.4,6474,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.40,64740,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.41,64741,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.42,64742,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.43,64743,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.44,64744,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.5,6475,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.50,64750,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.51,64751,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.52,64752,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.53,64753,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.54,64754,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.6,6476,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.60,64760,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.61,64761,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.62,64762,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.63,64763,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.64,64764,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.8,6478,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.80,64780,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.81,64781,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.82,64782,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.83,64783,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.84,64784,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.9,6479,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.90,64790,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.91,64791,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.92,64792,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.93,64793,"pregnancy, childbirth and puerperium",,
icd-09-mc,647.94,64794,"pregnancy, childbirth and puerperium",,
icd-09-mc,648,648,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.0,6480,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.00,64800,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.01,64801,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.02,64802,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.03,64803,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.04,64804,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.1,6481,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.10,64810,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.11,64811,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.12,64812,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.13,64813,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.14,64814,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.2,6482,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.20,64820,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.21,64821,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.22,64822,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.23,64823,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.24,64824,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.3,6483,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.30,64830,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.31,64831,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.32,64832,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.33,64833,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.34,64834,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.4,6484,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.40,64840,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.41,64841,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.42,64842,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.43,64843,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.44,64844,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.5,6485,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.50,64850,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.51,64851,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.52,64852,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.53,64853,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.54,64854,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.6,6486,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.60,64860,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.61,64861,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.62,64862,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.63,64863,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.64,64864,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.7,6487,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.70,64870,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.71,64871,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.72,64872,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.73,64873,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.74,64874,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.8,6488,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.80,64880,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.81,64881,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.82,64882,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.83,64883,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.84,64884,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.9,6489,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.90,64890,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.91,64891,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.92,64892,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.93,64893,"pregnancy, childbirth and puerperium",,
icd-09-mc,648.94,64894,"pregnancy, childbirth and puerperium",,
icd-09-mc,649,649,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.0,6490,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.00,64900,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.01,64901,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.02,64902,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.03,64903,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.04,64904,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.1,6491,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.10,64910,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.11,64911,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.12,64912,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.13,64913,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.14,64914,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.2,6492,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.20,64920,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.21,64921,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.22,64922,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.23,64923,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.24,64924,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.3,6493,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.30,64930,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.31,64931,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.32,64932,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.33,64933,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.34,64934,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.4,6494,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.40,64940,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.41,64941,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.42,64942,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.43,64943,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.44,64944,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.5,6495,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.50,64950,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.51,64951,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.53,64953,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.6,6496,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.60,64960,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.61,64961,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.62,64962,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.63,64963,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.64,64964,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.7,6497,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.70,64970,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.71,64971,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.73,64973,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.8,6498,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.81,64981,"pregnancy, childbirth and puerperium",,
icd-09-mc,649.82,64982,"pregnancy, childbirth and puerperium",,
icd-09-mc,650,650,"pregnancy, childbirth and puerperium",,
icd-09-mc,651,651,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.0,6510,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.00,65100,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.01,65101,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.03,65103,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.1,6511,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.10,65110,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.11,65111,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.13,65113,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.2,6512,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.20,65120,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.21,65121,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.23,65123,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.3,6513,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.30,65130,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.31,65131,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.33,65133,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.4,6514,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.40,65140,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.41,65141,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.43,65143,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.5,6515,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.50,65150,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.51,65151,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.53,65153,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.6,6516,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.60,65160,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.61,65161,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.63,65163,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.7,6517,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.70,65170,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.71,65171,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.73,65173,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.8,6518,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.80,65180,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.81,65181,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.83,65183,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.9,6519,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.90,65190,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.91,65191,"pregnancy, childbirth and puerperium",,
icd-09-mc,651.93,65193,"pregnancy, childbirth and puerperium",,
icd-09-mc,652,652,"pregnancy, childbirth and puerperium",,
icd-09-mc,652.0,6520,"pregnancy, childbirth and puerperium",,
